0.20488,-0.053568
0.20487,-0.053552
0.20484,-0.053506
0.20478,-0.053428
0.2047,-0.05332
0.20459,-0.053182
0.20447,-0.053013
0.20432,-0.052814
0.20414,-0.052585
0.20395,-0.052326
0.20373,-0.052038
0.20349,-0.051722
0.20322,-0.051378
0.20293,-0.051005
0.20262,-0.050606
0.20229,-0.05018
0.20194,-0.049728
0.20156,-0.04925
0.20116,-0.048748
0.20074,-0.048222
0.2003,-0.047672
0.19984,-0.0471
0.19935,-0.046506
0.19885,-0.045891
0.19832,-0.045257
0.19778,-0.044602
0.19721,-0.04393
0.19663,-0.04324
0.19603,-0.042533
0.1954,-0.041811
0.19476,-0.041074
0.1941,-0.040323
0.19343,-0.039559
0.19274,-0.038783
0.19203,-0.037997
0.1913,-0.0372
0.19056,-0.036395
0.18981,-0.035582
0.18904,-0.034763
0.18825,-0.033937
0.18746,-0.033107
0.18665,-0.032273
0.18583,-0.031436
0.185,-0.030598
0.18416,-0.02976
0.18331,-0.028922
0.18245,-0.028085
0.18158,-0.027252
0.18071,-0.026422
0.17982,-0.025597
0.17894,-0.024778
0.17804,-0.023966
0.17715,-0.023162
0.17625,-0.022367
0.17534,-0.021582
0.17444,-0.020808
0.17353,-0.020046
0.17262,-0.019297
0.17172,-0.018561
0.17081,-0.017841
0.16991,-0.017136
0.16901,-0.016448
0.16812,-0.015777
0.16722,-0.015124
0.16634,-0.01449
0.16543,-0.013855
0.16449,-0.013226
0.16354,-0.012632
0.1626,-0.012074
0.16167,-0.011552
0.16074,-0.011065
0.15982,-0.010614
0.15891,-0.010197
0.15802,-0.0098155
0.15714,-0.0094677
0.15627,-0.0091534
0.15543,-0.0088719
0.15461,-0.0086226
0.15381,-0.0084046
0.15303,-0.0082171
0.15227,-0.0080593
0.15155,-0.0079301
0.15085,-0.0078288
0.15018,-0.0077544
0.14954,-0.007706
0.14894,-0.0076825
0.14836,-0.0076831
0.14782,-0.0077069
0.14732,-0.007753
0.14685,-0.0078204
0.14642,-0.0079085
0.14602,-0.0080163
0.14566,-0.0081433
0.14533,-0.0082886
0.14505,-0.0084517
0.1448,-0.0086321
0.14459,-0.0088292
0.14442,-0.0090426
0.14428,-0.0092719
0.14418,-0.0095168
0.14412,-0.0097737
0.1441,-0.010039
0.14412,-0.010313
0.14417,-0.010594
0.14426,-0.010884
0.14439,-0.011182
0.14455,-0.011487
0.14475,-0.0118
0.14498,-0.012121
0.14524,-0.012449
0.14554,-0.012785
0.14587,-0.013129
0.14623,-0.01348
0.14661,-0.01384
0.14703,-0.014207
0.14747,-0.014582
0.14794,-0.014965
0.14844,-0.015357
0.14896,-0.015756
0.1495,-0.016165
0.15006,-0.016582
0.15065,-0.017009
0.15125,-0.017444
0.15188,-0.01789
0.15252,-0.018346
0.15318,-0.018812
0.15385,-0.019288
0.15454,-0.019776
0.15524,-0.020276
0.15596,-0.020787
0.15668,-0.021312
0.15742,-0.021849
0.15817,-0.0224
0.15893,-0.022965
0.15973,-0.023571
0.16058,-0.024203
0.16145,-0.02484
0.16233,-0.02548
0.16323,-0.026123
0.16414,-0.026769
0.16507,-0.027418
0.166,-0.028068
0.16694,-0.028721
0.1679,-0.029374
0.16886,-0.030029
0.16983,-0.030684
0.1708,-0.03134
0.17178,-0.031995
0.17276,-0.03265
0.17375,-0.033303
0.17473,-0.033955
0.17572,-0.034606
0.1767,-0.035254
0.17768,-0.035898
0.17866,-0.03654
0.17964,-0.037178
0.18061,-0.037811
0.18157,-0.03844
0.18253,-0.039063
0.18347,-0.03968
0.18441,-0.04029
0.18534,-0.040894
0.18626,-0.041489
0.18716,-0.042077
0.18805,-0.042656
0.18893,-0.043225
0.18979,-0.043785
0.19063,-0.044334
0.19146,-0.044872
0.19227,-0.045398
0.19306,-0.045913
0.19384,-0.046414
0.19459,-0.046902
0.19532,-0.047377
0.19603,-0.047837
0.19671,-0.048282
0.19738,-0.048713
0.19802,-0.049127
0.19863,-0.049525
0.19922,-0.049907
0.19978,-0.050271
0.20032,-0.050618
0.20082,-0.050947
0.2013,-0.051258
0.20176,-0.051551
0.20218,-0.051825
0.20257,-0.052079
0.20294,-0.052314
0.20327,-0.05253
0.20358,-0.052726
0.20385,-0.052902
0.20409,-0.053057
0.20425,-0.053161
0.20019,-0.059468
0.20082,-0.059874
0.20488,-0.053568
