0.14997,0.002786
0.14837,0.004056
0.14671,0.0053006
0.14501,0.0065197
0.14326,0.0077131
0.14147,0.0088808
0.13963,0.010023
0.13776,0.011138
0.13585,0.012228
0.13389,0.013291
0.13191,0.014328
0.12989,0.015338
0.12783,0.016322
0.12575,0.017279
0.12363,0.018209
0.12149,0.019112
0.11933,0.019988
0.11714,0.020836
0.11492,0.021657
0.11269,0.022451
0.11043,0.023217
0.10816,0.023955
0.10588,0.024665
0.10357,0.025347
0.10126,0.026001
0.098935,0.026627
0.096601,0.027224
0.094258,0.027793
0.09191,0.028333
0.089557,0.028844
0.087202,0.029326
0.084845,0.029779
0.082489,0.030204
0.080135,0.030598
0.077785,0.030964
0.07544,0.031299
0.073102,0.031605
0.070774,0.031882
0.068455,0.032128
0.066149,0.032344
0.063856,0.03253
0.061578,0.032686
0.059318,0.032812
0.057076,0.032906
0.054854,0.03297
0.052655,0.033004
0.050478,0.033006
0.048328,0.032977
0.046203,0.032917
0.044108,0.032826
0.042042,0.032703
0.040009,0.032549
0.038008,0.032363
0.036043,0.032145
0.034115,0.031896
0.032225,0.031614
0.030375,0.0313
0.028566,0.030953
0.026801,0.030575
0.025081,0.030163
0.023408,0.029719
0.021783,0.029242
0.020207,0.028732
0.018684,0.028189
0.017213,0.027613
0.015797,0.027004
0.014438,0.026361
0.013137,0.025684
0.011894,0.024976
0.010709,0.024238
0.0095811,0.023472
0.0085106,0.022682
0.0074965,0.02187
0.0065386,0.021037
0.0056363,0.020187
0.0047891,0.019321
0.0039967,0.018443
0.0032585,0.017555
0.0025741,0.016658
0.001943,0.015756
0.0013648,0.014851
0.00083895,0.013944
0.00036509,0.01304
-5.7272e-05,0.012139
-0.0004286,0.011245
-0.00074935,0.01036
-0.00102,0.0094858
-0.001241,0.0086254
-0.0014127,0.007781
-0.0015358,0.006955
-0.0016105,0.0061499
-0.0016374,0.005368
-0.001617,0.0046118
-0.0015496,0.0038836
-0.0014358,0.0031858
-0.001276,0.0025209
-0.0010707,0.0018913
-0.00082024,0.0012994
-0.0005252,0.00074747
-0.00018601,0.00023804
0.00019689,-0.0002266
0.00062316,-0.00064595
0.0010926,-0.0010213
0.0016051,-0.0013542
0.0021603,-0.0016459
0.0027581,-0.0018978
0.0033983,-0.0021114
0.0040807,-0.0022881
0.0048051,-0.0024293
0.0055713,-0.0025363
0.0063791,-0.0026107
0.0072284,-0.0026537
0.0081189,-0.0026669
0.0090503,-0.0026516
0.010023,-0.0026092
0.011036,-0.0025412
0.012089,-0.0024488
0.013183,-0.0023337
0.014316,-0.002197
0.01549,-0.0020404
0.016703,-0.0018651
0.017956,-0.0016726
0.019248,-0.0014643
0.020578,-0.0012415
0.021948,-0.0010058
0.023357,-0.00075843
0.024804,-0.00050089
0.026289,-0.00023458
0.027812,3.9105e-05
0.029374,0.00031876
0.030973,0.00060297
0.032609,0.00089034
0.034283,0.0011795
0.035994,0.0014689
0.037741,0.0017577
0.039523,0.0020454
0.041338,0.0023318
0.043185,0.0026163
0.045061,0.0028988
0.046965,0.0031787
0.048896,0.0034559
0.050852,0.0037299
0.052831,0.0040004
0.054831,0.0042671
0.056852,0.0045296
0.05889,0.0047875
0.060945,0.0050405
0.063015,0.0052882
0.065098,0.0055304
0.067192,0.0057666
0.069297,0.0059965
0.071409,0.0062198
0.073529,0.006436
0.075653,0.006645
0.07778,0.0068462
0.079909,0.0070394
0.082038,0.0072242
0.084165,0.0074003
0.086289,0.0075673
0.088408,0.0077248
0.09052,0.0078726
0.092624,0.0080102
0.094717,0.0081374
0.096799,0.0082537
0.098868,0.0083588
0.10092,0.0084524
0.10296,0.0085342
0.10498,0.0086037
0.10698,0.0086606
0.10895,0.0087046
0.11091,0.0087354
0.11284,0.0087525
0.11474,0.0087557
0.11661,0.0087445
0.11846,0.0087187
0.12027,0.0086778
0.12205,0.0086216
0.12379,0.0085497
0.1255,0.0084617
0.12717,0.0083573
0.1288,0.0082362
0.13039,0.0080979
0.13193,0.0079422
0.13343,0.0077687
0.13489,0.007577
0.13629,0.0073668
0.13765,0.0071378
0.13895,0.0068895
0.1402,0.0066217
0.1414,0.0063341
0.14254,0.0060261
0.14362,0.0056976
0.14464,0.0053481
0.1456,0.0049774
0.1465,0.004585
0.14733,0.0041706
0.1481,0.0037338
0.1488,0.0032744
0.14943,0.0027919
0.14998,0.0022861
