   9.2543904894113804e-01	   6.2784921992690279e-01	
   8.7872892447406981e-01	   6.9499872563254916e-01	
   8.2995566158920908e-01	   7.7488197286989924e-01	
   7.9599914056491650e-01	   9.0113188252482135e-01	
   7.5747598294649343e-01	   9.8185167257919614e-01	
   6.9840014533717609e-01	   1.1125025773799631e+00	
   6.6602049219636350e-01	   1.2001748181721079e+00	
   6.3520458957452630e-01	   1.2621704401965861e+00	
   5.9566953879396445e-01	   1.3299055258741492e+00	
   5.5772447326138741e-01	   1.3461618925938237e+00	
   5.1614596010979041e-01	   1.4072791446604263e+00	
   4.3560392958122507e-01	   1.4781185841174462e+00	
   3.3651988802153809e-01	   1.6377595971695929e+00	
   2.3614619047265142e-01	   1.8805420750138304e+00	
   1.7742400105164813e-01	   2.1249346574911803e+00	
   1.1844846943663873e-01	   2.6184916460414480e+00	
   7.8142498636285807e-02	   3.3163973820725987e+00	
   5.7113765247683350e-02	   4.0738264122121910e+00	
   4.9742553254664451e-02	   4.5310299756457093e+00	
   3.5862832136482101e-02	   5.1630012159207581e+00	
   2.7613759982837452e-02	   6.4835884190022925e+00	
   1.6949155475811679e-02	   7.0100632213944003e+00	
   9.8708600947806108e-03	   6.2735202972782229e+00	
   3.4044656552430020e-03	   4.4823369647416040e+00	
   6.1035948694649493e-06	   2.8435227767082605e+00	
  -2.2503534273915419e-03	   1.8929583070893270e+00	
   9.5888824705918873e-04	   1.0007899291546867e+00	
   1.0927295279269085e-03	  -3.6504489465502332e-02	
   1.0042471059883640e-02	  -6.8771163803445789e-01	
   1.8588628161843316e-02	  -9.4199424372434937e-01	
   2.7849345748909144e-02	  -9.9339346508475035e-01	
   3.5669992675167378e-02	  -9.8696019597293616e-01	
   4.7167824913172236e-02	  -9.7443181847655047e-01	
   5.6287142205909108e-02	  -8.8676253412183625e-01	
   7.8326687360667321e-02	  -8.2701379952856391e-01	
   1.1872859235843709e-01	  -7.1361143872659072e-01	
   1.7797091685984423e-01	  -5.6390144151616606e-01	
   2.3590278763691200e-01	  -4.8383841740571509e-01	
   3.3663864507273894e-01	  -3.8869202363747202e-01	
   4.3555653072894901e-01	  -3.1687400781163610e-01	
   4.7744563981896943e-01	  -3.0766030605358552e-01	
   5.1612383990000810e-01	  -3.1029866033742826e-01	
   5.5735919094828168e-01	  -3.3735725424960061e-01	
   6.3524667588135830e-01	  -4.1213064226070795e-01	
   6.6610422903613897e-01	  -4.2120226565636609e-01	
   7.0572087340163814e-01	  -4.4114903632632219e-01	
   7.5785038611569722e-01	  -5.4120461981502976e-01	
   7.9659339466497003e-01	  -6.0758270588496766e-01	
   8.3023093059954955e-01	  -6.3381245201018466e-01	
   8.6654829077211148e-01	  -5.7869346265008892e-01	
   9.0710421308933653e-01	  -1.6393843271788966e-01	
